,id,song,artist,genre,tonality,capo,chords,roman numerals,mode
145,103398,Karma Police,Radiohead,Rock,Am,0,"Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,G/F#,C,Am,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Am,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Am,Bm,D,C,D,G,F#7,C,D,G,F#7,C,D,G,Bm,C,C,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Am,Bm,D,C,D,G,F#7,C,D,G,F#7,C,D,G,Bm,C,C,Bm,D,Bm,D,G,D,G,D,E,E,Bm,D,G,D,G,D,E,E,Bm,D,G,D,G,D,E,E,Bm,D,G,D,G,D,E,E,Bm,D,G,D,G,D,E,E,Bm,D,G,D,G,D,E,E","im,iv,vm,bvii,im,bvi,vm,bvii,im,iv,bvii,bvii,iii,im,iim,iv,im,iv,vm,bvii,im,bvi,vm,bvii,im,iv,bvii,iii,im,im,iim,iv,im,iv,vm,bvii,im,bvi,vm,bvii,im,iv,bvii,iii,im,im,iim,iv,iii,iv,bvii,vi7,iii,iv,bvii,vi7,iii,iv,bvii,iim,iii,iii,iim,iv,im,iv,vm,bvii,im,bvi,vm,bvii,im,iv,bvii,iii,im,im,iim,iv,iii,iv,bvii,vi7,iii,iv,bvii,vi7,iii,iv,bvii,iim,iii,iii,iim,iv,iim,iv,bvii,iv,bvii,iv,v,v,iim,iv,bvii,iv,bvii,iv,v,v,iim,iv,bvii,iv,bvii,iv,v,v,iim,iv,bvii,iv,bvii,iv,v,v,iim,iv,bvii,iv,bvii,iv,v,v,iim,iv,bvii,iv,bvii,iv,v,v",Minor
146,105869,Space Oddity,David Bowie,Glam Rock,C,0,"Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,C,Em,C,Em,Am,D7/F#,C,Em,C,Em,Am,D7/F#,C,E,F,Fm,C,F,Fm,C,F,C,E,F,Fm,C,F,Fm,C,F,Fmaj7,Em,Fmaj7,Em,Bb,Am,G,F,C,F,G,A,A,C,F,G,A,A,Fmaj7,Em,A,C,D,E,C,E,F,Fm,C,F,Fm,C,F,G,E7,Am,D7/F#,C,G,Fmaj7,Em,Fmaj7,Em,Bb,Am,G,F,C,F,G,A,A,C,F,G,A,A,Fmaj7,Em,A,C,D,E","ivmaj7,iiim,ivmaj7,iiim,ivmaj7,iiim,ivmaj7,iiim,i,iiim,i,iiim,vim,ii7,i,iiim,i,iiim,vim,ii7,i,iii,iv,ivm,i,iv,ivm,i,iv,i,iii,iv,ivm,i,iv,ivm,i,iv,ivmaj7,iiim,ivmaj7,iiim,bvii,vim,v,iv,i,iv,v,vi,vi,i,iv,v,vi,vi,ivmaj7,iiim,vi,i,ii,iii,i,iii,iv,ivm,i,iv,ivm,i,iv,v,iii7,vim,ii7,i,v,ivmaj7,iiim,ivmaj7,iiim,bvii,vim,v,iv,i,iv,v,vi,vi,i,iv,v,vi,vi,ivmaj7,iiim,vi,i,ii,iii",Major
147,106200,My Sweet Lord,George Harrison,,F#m,2,"Em,A,D,Bm,F#dim,B7,D7,G#dim,C#7,F#m,B,E,C#m,Em,A,Em,A,Em,A,Em,A,D,Bm,D,Bm,D,F#dim,B7,Em,A,Em,A,Em,A,Em,A,D,Bm,D,Bm,D,F#dim,B7,Em,A,Em,A,Em,A,Em,A,D,Bm,D,Bm,D,F#dim,B7,Em,A,Em,A,Em,A,Em,A,D,D7,B7,E,G#dim,C#7,F#m,B,F#m,B,F#m,B,F#m,B,E,C#m,E,C#m,E,G#dim,C#7,F#m,B,F#m,B,F#m,B,F#m,B,E,C#m,E,C#m,E,G#dim,C#7,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,E,C#m,E,C#m,E,G#dim,C#7,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B,F#m,B","bviim,iii,bvi,ivm,idim,iv7,bvi7,iidim,v7,im,iv,bvii,vm,bviim,iii,bviim,iii,bviim,iii,bviim,iii,bvi,ivm,bvi,ivm,bvi,idim,iv7,bviim,iii,bviim,iii,bviim,iii,bviim,iii,bvi,ivm,bvi,ivm,bvi,idim,iv7,bviim,iii,bviim,iii,bviim,iii,bviim,iii,bvi,ivm,bvi,ivm,bvi,idim,iv7,bviim,iii,bviim,iii,bviim,iii,bviim,iii,bvi,bvi7,iv7,bvii,iidim,v7,im,iv,im,iv,im,iv,im,iv,bvii,vm,bvii,vm,bvii,iidim,v7,im,iv,im,iv,im,iv,im,iv,bvii,vm,bvii,vm,bvii,iidim,v7,im,iv,im,iv,im,iv,im,iv,im,iv,bvii,vm,bvii,vm,bvii,iidim,v7,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv,im,iv",Minor
148,106502,Run,Snow Patrol,Rock,Am,0,"Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,C,G,Am,F,C,G,Am,F,Am,G,Am,G,Am,G,Am,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F","im,bvii,im,bvii,im,bvii,im,bvii,im,bvii,im,bvii,im,bvii,im,bvii,iii,bvii,im,bvi,iii,bvii,im,bvi,im,bvii,im,bvii,im,bvii,im,bvii,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi",Minor
149,107274,Youve Got A Friend In Me,Randy Newman,,Eb,3,"C,E7,Am,G#7,C,G,C,Gaug,C9,Gaug,C,Gaug,C,C7,F,F#dim7,C,C7,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A7,D7,G,C,E7,Am,G#7,C,G,C,Gaug,C,C7,F,F#dim7,C,C7,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A7,D7,G,C,C7,F,B,C,B7,C,B,B7,Em,A7,Dm,G,C,Gaug,C,C7,F,F#dim7,C,C7,F,F#dim7,C,E7,Am,D7,G,C,A7,D7,G,C,A7,D7,G,C,E7,Am,G#7,C,G,C","vi,#i7,#ivm,#iii7,vi,iii,vi,iiiaug,vi9,iiiaug,vi,iiiaug,vi,vi7,ii,#iidim7,vi,vi7,ii,vi,#i7,#ivm,ii,vi,#i7,#ivm,ii,vi,#i7,#ivm,vii7,iii,vi,#iv7,vii7,iii,vi,#i7,#ivm,#iii7,vi,iii,vi,iiiaug,vi,vi7,ii,#iidim7,vi,vi7,ii,vi,#i7,#ivm,ii,vi,#i7,#ivm,ii,vi,#i7,#ivm,vii7,iii,vi,#iv7,vii7,iii,vi,vi7,ii,#v,vi,#v7,vi,#v,#v7,#im,#iv7,viim,iii,vi,iiiaug,vi,vi7,ii,#iidim7,vi,vi7,ii,#iidim7,vi,#i7,#ivm,vii7,iii,vi,#iv7,vii7,iii,vi,#iv7,vii7,iii,vi,#i7,#ivm,#iii7,vi,iii,vi",Major
150,109970,Somewhere Only We Know,Keane,Alternative,C,0,"C,Em,Dm,G,C,Em,Dm,F,G,C,Em,Dm,F,G,Am,Em,Dm,F,G,Am,Em,Dm,F,G,C,Em,Dm,F,G,C,Em,Dm,F,G,Am,Em,Dm,F,G,Am,Em,Dm,F,G,F,C,Am,G,F,C,Am,G,F,C,Am,Dm,Em,Em,Am,Em,Dm,F,G,Am,Em,Dm,F,G,F,C,Am,G,F,C,Am,G,F,C,Am,Dm,Em,Dm,C,Em,Dm,C,G,Dm,Em,Dm,Em,Dm,Em,Dm,C","i,iiim,iim,v,i,iiim,iim,iv,v,i,iiim,iim,iv,v,vim,iiim,iim,iv,v,vim,iiim,iim,iv,v,i,iiim,iim,iv,v,i,iiim,iim,iv,v,vim,iiim,iim,iv,v,vim,iiim,iim,iv,v,iv,i,vim,v,iv,i,vim,v,iv,i,vim,iim,iiim,iiim,vim,iiim,iim,iv,v,vim,iiim,iim,iv,v,iv,i,vim,v,iv,i,vim,v,iv,i,vim,iim,iiim,iim,i,iiim,iim,i,v,iim,iiim,iim,iiim,iim,iiim,iim,i",Major
151,111683,If I Aint Got You,Alicia Keys,R&B/Soul,G,0,"Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,Gmaj7,Em7,Am7,D7,Gmaj7,G#dim,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,Gmaj7,Em7,Am7,D7,Gmaj7,G#dim,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7","ivmaj7,iiim7,iim7,imaj7,ivmaj7,iiim7,iim7,imaj7,imaj7,vim7,iim7,v7,imaj7,#idim,iim7,v7,imaj7,iim7,iiim7,iim7,imaj7,iim7,iiim7,imaj7,iim7,iiim7,iim7,imaj7,iim7,iiim7,ivmaj7,iiim7,iim7,imaj7,ivmaj7,iiim7,iim7,imaj7,imaj7,vim7,iim7,v7,imaj7,#idim,iim7,v7,imaj7,iim7,iiim7,iim7,imaj7,iim7,iiim7,imaj7,iim7,iiim7,iim7,imaj7,iim7,iiim7,ivmaj7,iiim7,iim7,imaj7,ivmaj7,iiim7,iim7,imaj7",Major
152,114080,Yellow,Coldplay,Rock,G,4,"G,D,C,G,G,D,C,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,Cmaj7,G,Dm7,Cmaj7","i,v,iv,i,i,v,iv,i,v,iv,i,v,iv,i,iv,vim,v,iv,vim,v,iv,vim,v,iv,i,v,iv,i,i,v,iv,i,v,iv,i,iv,vim,v,iv,vim,v,iv,vim,v,iv,i,v,iv,i,i,v,iv,i,v,iv,ivmaj7,i,vm7,ivmaj7",Major
153,114345,Losing My Religion,R.E.M.,Rock,Am,0,"F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,G,F,G,C,Dm,C,Dm,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am","bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,bvii,im,vm,im,vm,im,vm,ivm,bvii,im,vm,im,vm,im,vm,ivm,bvii,bvii,bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,bvii,im,vm,im,vm,im,vm,ivm,bvii,im,vm,im,vm,im,vm,ivm,bvii,bvii,bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,bvii,im,bvii,bvi,bvii,iii,ivm,iii,ivm,im,vm,im,vm,im,vm,ivm,bvii,bvii,bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,im,bvi,ivm,bvii,im,bvii,im",Minor
154,115434,Somewhere Only We Know,Keane,Alternative,A,2,"G,Am,D,G,Am,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,Bm,C,Bm,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,G,D,C,Bm,C,Bm,C,Bm,C,G","bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,vm,iim,biii,iv,vm,iim,biii,iv,bvii,im,iv,bvii,im,iv,vm,iim,biii,iv,vm,iim,biii,iv,biii,bvii,iv,biii,bvii,iv,biii,bvii,iv,biii,iim,biii,iim,biii,iim,vm,iim,biii,iv,vm,iim,biii,iv,biii,bvii,iv,biii,bvii,iv,biii,bvii,iv,biii,iim,biii,bvii,iv,biii,iim,biii,iim,biii,iim,biii,bvii",Major
155,117554,Exit Music For A Film,Radiohead,Rock,Am,2,"Am,Asus2,Asus4,Am,Asus2,Asus4,Am,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Dadd9/F#,Am,E,Asus4,A,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,B7,E,F,Bb,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Asus4,A,Am,E,Asus4,A,Am,Asus2,Asus4,E,Dadd9/F#,Gmadd11,D7/F#,Esus4,B,F,Bb,A","im,isus2,isus4,im,isus2,isus4,im,im,v,ivadd9,im,v,isus4,i,im,v,ivadd9,im,v,isus4,i,bviim,iv7,isus2,im,isus2,isus4,vsus4,bviim,iv7,isus2,im,isus2,isus4,vsus4,v,im,v,ivadd9,im,v,isus4,i,im,ii7,v,bvi,bii,vsus4,v,im,v,ivadd9,im,v,isus4,i,im,v,isus4,i,im,v,isus4,i,im,isus2,isus4,v,ivadd9,bviim,iv7,vsus4,ii,bvi,bii,i",Minor
156,118610,All The Small Things,Blink-182,,C,0,"C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,C,C,G,F,C,G,F,C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,C,G,F,C,C,G,F,C,G,F,C,C,F,G,C,C,F,G,C,C,F,G,C,C,F,G,C,G,F,C,G,F,C,G,F,C,G,F,C","i,v,iv,iv,i,v,iv,iv,i,v,iv,v,i,v,iv,v,i,v,iv,v,i,v,iv,v,i,v,iv,i,i,v,iv,i,v,iv,i,v,iv,iv,i,v,iv,iv,i,v,iv,v,i,v,iv,v,i,i,v,iv,i,i,v,iv,i,v,iv,i,i,iv,v,i,i,iv,v,i,i,iv,v,i,i,iv,v,i,v,iv,i,v,iv,i,v,iv,i,v,iv,i",Major
157,124395,With A Smile,Eraserheads,,G,0,"G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,Eb,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,D,G,Am,Bm,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D","i,iim,iiim,iim,v,i,iim,iiim,iim,v,biii,bvi,biii,bvi,biii,bvi,biii,v,i,iim,iiim,iim,v,i,iim,iiim,iim,v,biii,bvi,biii,v,vi,biii,bvi,biii,v,i,iim,iiim,v,i,iim,iiim,v,biii,bvi,biii,v,vi,biii,bvi,biii,v,i,iim,iiim,iim,v,i,iim,iiim,iim,v,i,iim,iiim,iim,v,i,iim,iiim,iim,v,i,iim,iiim,iim,v",Major
