,id,song,artist,genre,tonality,capo,chords,roman numerals,mode
391,934969,Billionaire,Travie McCoy,Hip-Hop,A,0,"F#m,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,F#,D,E,F#m,A,E,E,F#m,E,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,D,E,F#m,E,F#m,E,A,E,F#m,E,A,E,F#m,E,A,E,F#m,E,A,E,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,D,E,F#m,E,F#m,E","vim,i,v,vim,v,i,v,vim,v,iv,v,vim,iv,v,vim,iv,v,i,i,vim,vi,iv,v,vim,i,v,v,vim,v,i,v,vim,v,i,v,vim,v,iv,v,vim,iv,v,vim,iv,v,i,i,vim,iv,v,vim,v,vim,v,i,v,vim,v,i,v,vim,v,i,v,vim,v,i,v,i,v,vim,v,i,v,vim,v,iv,v,vim,iv,v,vim,iv,v,i,i,vim,iv,v,vim,v,vim,v",Major
392,943160,If I Die Young,The Band Perry,Country,E,2,"G,D,A,Bm,G,D,A,Bm,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,G,D,A,Bm,G,D,A,A7,G,D,A,G,D,A,Bm,G,D,A,Bm,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A","biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,iv7,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,biii,bvii,iv,iv7,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,biii,bvii,iv,iv7,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,biii,bvii,iv,biii,bvii,iv,vm,biii,bvii,iv,iv7,biii,bvii,iv,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,iv7,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,vm,biii,bvii,iv,biii,bvii,iv,iv7,biii,bvii,iv",Major
393,949804,Count On Me,Bruno Mars,Pop/Rock,C,0,"C,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,Dm,Em,F,G,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,C","i,i,iiim,vim,v,iv,i,iiim,vim,v,iv,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,v,iim,iiim,iv,v,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i",Major
394,953997,Wake Me Up When September Ends,Green Day,Punk,G,0,"G5,G5/F#,G5,G5,G5/F#,C,Cm,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,G5/F#,Em,Bm,C,D,G5,G5/F#,C,Cm,G5,G5,G5,G5,G5,G5,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,G5/F#,Em,Bm,C,D,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,D/F#,Em,Bm,C,Dsus4,D,Dsus4,D,G5,G5,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,C,Cm,G5,C,Cm,G5,C,Cm,G5","i5,i5,i5,i5,i5,iv,ivm,i5,i5,i5,i5,iv,ivm,i5,i5,i5,vim,iiim,iv,i5,i5,vim,iiim,iv,v,i5,i5,iv,ivm,i5,i5,i5,i5,i5,i5,i5,i5,i5,i5,iv,ivm,i5,i5,i5,iv,ivm,i5,i5,i5,vim,iiim,iv,i5,i5,vim,iiim,iv,v,i5,i5,iv,ivm,i5,i5,i5,vim,iiim,iv,i5,v,vim,iiim,iv,vsus4,v,vsus4,v,i5,i5,i5,i5,i5,i5,iv,ivm,i5,i5,i5,iv,ivm,i5,iv,ivm,i5,iv,ivm,i5",Major
395,955258,What A Wonderful World,Louis Armstrong,Jazz,F,5,"C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,G,C,Am,Em,Am,Em,F,Em,Dm,C,G,C,Em,F,Em,Dm,C,E7,Am,Ab,Dm,G,C,B,A,Fmaj7,Dm7,G,C","v,viim,iiim,viim,vim,v,vii7,iiim,i,vim,ii,v,ii,v,viim,iiim,viim,vim,v,vii7,iiim,i,vim,ii,v,ii,v,ii,v,iiim,viim,iiim,viim,i,viim,vim,v,ii,v,viim,i,viim,vim,v,vii7,iiim,biii,vim,ii,v,#iv,iii,imaj7,vim7,ii,v",Major
396,957714,Big Jet Plane,Angus & Julia Stone,Alternative Folk,Db,1,"C,Am,Em,G,C,Am,Em,G,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,Fmaj7,G6,Am,Fmaj7,G6,Am,Fmaj7,G6,Am,Fmaj7,G6,Am,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,C","vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,vii,#vm,#iim,#iv,iiimaj7,#iv6,#vm,iiimaj7,#iv6,#vm,iiimaj7,#iv6,#vm,iiimaj7,#iv6,#vm,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,#iv,vii,#vm,#iim,vii,#vm,#iim,vii",Major
397,958254,Tanya Hati,Pasto,,G,0,"Cadd9,Em7,D,Cadd9,Em7,G,D/F#,Em7,Cadd9,Am7,D,G,D/F#,Em7,Cadd9,Am7,F,D,G,D/F#,Em,D,C,Am7,D,G,D/F#,Em7,D,C,Am7,D,E7,Am7,D,Cadd9,Em7,D,Cadd9,F,D,Cadd9,Am7,F,D,G,D/F#,Em7,D,Cadd9,Am7,D,G,D/F#,D,Cadd9,Am7,D,E7,Am7,D,G,D,Em,D,C,Bm,Am,D,G,D,Em,D,C,Bm,Am,D,Bm,Em,Am,D,Em,Am,D,G","ivadd9,vim7,v,ivadd9,vim7,i,v,vim7,ivadd9,iim7,v,i,v,vim7,ivadd9,iim7,bvii,v,i,v,vim,v,iv,iim7,v,i,v,vim7,v,iv,iim7,v,vi7,iim7,v,ivadd9,vim7,v,ivadd9,bvii,v,ivadd9,iim7,bvii,v,i,v,vim7,v,ivadd9,iim7,v,i,v,v,ivadd9,iim7,v,vi7,iim7,v,i,v,vim,v,iv,iiim,iim,v,i,v,vim,v,iv,iiim,iim,v,iiim,vim,iim,v,vim,iim,v,i",Major
398,958496,Count On Me,Bruno Mars,Pop/Rock,C,0,"C,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,Dm,Em,Am,G,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,C","i,i,iiim,vim,v,iv,i,iiim,vim,v,iv,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,v,iim,iiim,vim,v,iim,iiim,iv,v,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i,iiim,vim,v,iv,i",Major
399,963685,Stand By Me,Oasis,Alternative,G,0,"G,B7,C,D,G/F#,Em,Am,A7,F,G,B7,C,D,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,G,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,Em,D,C,Em,D,C,Em,D,C,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,G,G","i,iii7,iv,v,i,vim,iim,ii7,bvii,i,iii7,iv,v,i,iii7,iv,v,i,iii7,iv,v,v,vsus4,v,iv,v,i,i,vim,ii7,iv,v,v,vsus4,v,i,iii7,iv,v,i,iii7,iv,v,v,vsus4,v,iv,v,i,i,vim,ii7,iv,v,v,vsus4,v,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,v,i,i,iii7,iv,v,i,iii7,iv,v,v,vsus4,v,iv,v,i,i,vim,ii7,iv,v,v,vsus4,v,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,v,vim,v,iv,vim,v,iv,vim,v,iv,ii7,iv,v,v,vsus4,v,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,bvii,v,i,i,v,iim,iv,v,i,i",Major
400,963934,Jar Of Hearts,Christina Perri,Pop/Rock,Cm,1,"Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A/C#,Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,G,F#,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Gdim7,D,Gdim7,D,Gdim7,D","viim,ii,vi,#iiim,viim,ii,vi,v,ii,#iiim,v,viim,vi,#iiim,v,vi,ii,vi,viim,v,vm,ii,vi,viim,v,vm,ii,vi,viim,ii,vi,#iiim,viim,ii,vi,v,ii,#iiim,v,viim,vi,#iiim,v,vi,ii,vi,viim,v,vm,ii,vi,viim,v,vm,ii,viim,#iv,#iii,viim,#iv,#iii,viim,#iv,#iii,viim,#iv,#iii,v,#iv,ii,vi,viim,v,vm,ii,vi,viim,v,vm,ii,vi,viim,v,vm,ii,vi,viim,v,vm,ii,vdim7,ii,vdim7,ii,vdim7,ii",Minor
401,970416,Just The Way You Are,Bruno Mars,Pop/Rock,F,3,"D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D","vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi,vi,#ivm7,ii,vi",Major
402,971346,Talking To The Moon,Bruno Mars,Pop/Rock,C,4,"C,C,C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,G,D,C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Dm,C,Dm,G,Dm,C,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,G,D,C,E7","i,i,i,iii7,vim,v,iv,i,iii7,vim,v,iv,iim,v,iim,v,iv,v,vim,iv,v,vim,iv,v,i,vim,v,iv,v,vim,v,ii,i,iii7,vim,v,iv,i,iii7,vim,v,iv,iim,v,iim,v,iv,v,vim,iv,v,vim,iv,v,i,vim,v,iv,v,iim,i,iim,v,iim,i,iim,v,iv,v,vim,iv,v,vim,iv,v,i,vim,v,iv,v,vim,v,ii,i,iii7",Major
403,971970,Layla,Eric Clapton,Blues-Rock,Dm,0,"Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm","im,bvi,bvii,im,im,bvi,bvii,v,bvii,viim7,#iv7,viim7,bvii,i,ii,ii7,#iiim,vi,ii,v,#iiim,vi,ii,v,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,v,bvii,viim7,#iv7,viim7,bvii,i,ii,ii7,#iiim,vi,ii,v,#iiim,vi,ii,v,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,v,bvii,viim7,#iv7,viim7,bvii,i,ii,ii7,#iiim,vi,ii,v,#iiim,vi,ii,v,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im,im,bvi,bvii,im",Minor
404,972646,So Far Away,Avenged Sevenfold,Hard Rock,Em,0,"Em,Em,G,D,Bm,C,Em,Em,G,D,Bm,C,C,D,Em,G,Am,D,Em,G,Am,C,D,Em,Em,G,D,Bm,C,Em,Em,G,D,Bm,C,C,D,Em,G,Am,D,Em,G,Am,C,D,E,C,Am,D,E,C,D,C,D,E,C,Am,D,E,C,D,C,D,Em,G,Am,D,Em,G,Am,C,D,Am,C,D,Em,Em,D,Am,G,D/F#,Em,D,C,Em,D,C,Em,D,Am,G,D/F#,Em,D,C,Em,D,Am,G,D/F#,Em,D,C,Em,D,C,Em,D,C,Em,D,C,Em,D,C","im,im,iii,bvii,vm,bvi,im,im,iii,bvii,vm,bvi,bvi,bvii,im,iii,ivm,bvii,im,iii,ivm,bvi,bvii,im,im,iii,bvii,vm,bvi,im,im,iii,bvii,vm,bvi,bvi,bvii,im,iii,ivm,bvii,im,iii,ivm,bvi,bvii,i,bvi,ivm,bvii,i,bvi,bvii,bvi,bvii,i,bvi,ivm,bvii,i,bvi,bvii,bvi,bvii,im,iii,ivm,bvii,im,iii,ivm,bvi,bvii,ivm,bvi,bvii,im,im,bvii,ivm,iii,bvii,im,bvii,bvi,im,bvii,bvi,im,bvii,ivm,iii,bvii,im,bvii,bvi,im,bvii,ivm,iii,bvii,im,bvii,bvi,im,bvii,bvi,im,bvii,bvi,im,bvii,bvi,im,bvii,bvi",Minor
405,989712,The A Team,Ed Sheeran,Singer/Songwriter,A,2,"C,G,G,G/F#,Em,Cadd9,G,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Am7,Am7,C,Em,G/F#,G,Am7,C,Dadd4,Em,C,G,D/F#,Em,C,G,D/F#,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,Em,Cadd9,G,G/F#,Em,Cadd9,G,D/F#,G","biii,bvii,bvii,bvii,vm,biiiadd9,bvii,bvii,bvii,vm,biiiadd9,bvii,i7sus4,bvii,bvii,vm,biiiadd9,bvii,im7,biii,bvii,iv,im7,biii,bvii,iv,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,iv,vm,biiiadd9,bvii,vm,biiiadd9,bvii,bvii,bvii,bvii,vm,biiiadd9,bvii,i7sus4,bvii,bvii,vm,biiiadd9,bvii,im7,biii,bvii,iv,im7,biii,bvii,iv,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,iv,im7,im7,biii,vm,bvii,bvii,im7,biii,ivadd4,vm,biii,bvii,iv,vm,biii,bvii,iv,im7,biii,bvii,iv,im7,biii,bvii,iv,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,vm,biiiadd9,bvii,iv,vm,biiiadd9,bvii,vm,biiiadd9,bvii,bvii,vm,biiiadd9,bvii,bvii,vm,biiiadd9,bvii,iv,bvii",Major
406,989772,Landslide,Fleetwood Mac,Rock,Eb,3,"G,C,Am7,Am,D7/F#,D/F#,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,D/F#,G,D/F#,Em,C,Am,D7/F#,G,D/F#,Em,C,C,C,Am7,C,Am7,C,Am7,C,Am7,D/F#,D7/F#,G,D/F#,Em,C,Am,D7/F#,G,D/F#,Em,C,C,C,C,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7","iii,vi,#ivm7,#ivm,vii7,vii,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vii,iii,vii,#im,vi,#ivm,vii7,iii,vii,#im,vi,vi,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vii,vii7,iii,vii,#im,vi,#ivm,vii7,iii,vii,#im,vi,vi,vi,vi,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7,vi,#ivm7",Major
407,990491,Colder Weather,Zac Brown Band,Country,Ab,1,"Bbdim7,G,G,D,G,Gadd9,D,G,G,D,A,G,A,D,G,A,D,G,A,Bm,A,G,D/F#,Em,G,A,G,D,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,A,D,G,A,D,G,A,Bm,A,G,D/F#,Em,G,A,G,D,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,Em,D/F#,Bbdim7,Bm,G,D/F#,A,G,D,G,D,G,D,A,G,G,D,G,G,D,G,G,D,A,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,A,G,D,G,D,G,D,A,G,G,G,D,G,G,D,G,G,D,A,G,D","iidim7,vii,vii,#iv,vii,viiadd9,#iv,vii,vii,#iv,#i,vii,#i,#iv,vii,#i,#iv,vii,#i,#iim,#i,vii,#iv,#vm,vii,#i,vii,#iv,vii,#iv,vii,#iv,vii,#iv,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,#i,#iv,vii,#i,#iv,vii,#i,#iim,#i,vii,#iv,#vm,vii,#i,vii,#iv,vii,#iv,vii,#iv,vii,#iv,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,#vm,#iv,iidim7,#iim,vii,#iv,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,vii,#iv,vii,vii,#iv,vii,vii,#iv,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,#i,vii,#iv,vii,#iv,vii,#iv,#i,vii,vii,vii,#iv,vii,vii,#iv,vii,vii,#iv,#i,vii,#iv",Major
408,991692,Sunday Morning,Maroon 5,Pop/Rock,Dm,0,"Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C","im,iv,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii,im,iv,bvii,bvii",Minor
409,993007,Firework,Katy Perry,Pop,Ab,1,"G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,Em,C,G,D,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C","vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,#vm,iii,vii,#iv,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii,vii,#im,#vm,iii",Major
410,993331,Speak Now,Taylor Swift,Pop,G,0,"G,G,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,D,G,D,Am,C,G,D,Am,G,D,Am,C,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,G,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Em,C,G,D,D,Am,C,G,D,Am,C,D,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G","i,i,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,iim,iv,i,v,iim,iv,v,i,v,iim,iv,i,v,iim,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,iim,iv,i,v,iim,iv,i,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,vim,iv,i,v,v,iim,iv,i,v,iim,iv,v,v,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i,v,iim,iv,i",Major
411,993953,Grenade,Bruno Mars,Pop/Rock,Dm,0,"Dm,Dm,Am,Am,Dm,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Dm,Dm,Am,Am,Dm,Am,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Gm,Dm,Gm,A,Dm,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Dm,Dm,Am,Am,Dm,Dm,Am,Am","im,im,vm,vm,im,im,vm,v7,im,vm,im,bvi,v,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,bvii,iii,v,im,bvii,bvi,v,im,im,vm,vm,im,vm,im,vm,v7,im,vm,im,bvi,v,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,bvii,iii,v,im,bvii,bvi,v,ivm,im,ivm,v,im,im,bvi,v,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,bvii,iii,v,im,bvii,bvi,v,im,im,vm,vm,im,im,vm,vm",Minor
