,id,song,artist,genre,tonality,capo,chords
533,1418189,Do I Wanna Know,Arctic Monkeys,Alternative,Gm,3,"B,D,Em,C,Am,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,B,C,Am,Em,Em,C,Am,Em,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,C,Am,Em,C,Am,B,C,Am,Em,Em,C,Am,Em,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,D,C,Am,Em"
534,1423735,Cigarette Daydreams,Cage the Elephant,Rock,D,0,"D,Dmaj7,Em,G,A,D,Dmaj7,Em,G,A,D,Dmaj7,Em,G,A,D,Dmaj7,Bm,G,A,D,Dmaj7,Bm,G,A,D,D,Dmaj7,Bm,Em,Bm,D,G,F#m,Bm,D,G,F#m,D,Dmaj7,Em,G,A,D,Dmaj7,Em,G,A,D,Dmaj7,Em,G,A,D,Dmaj7,Bm,G,A,D,Dmaj7,Bm,G,A,D,D,Dmaj7,Bm,Em,Bm,D,G,F#m,Bm,D,G,F#m,Bm,D,G,F#m,Bm,D,G,F#m,Em,A,Em,D,A,Em,A,Em,Bm,G,A,A,Bm,D,G,F#m,Bm,D,G,F#m,Bm,D,G,F#m,Bm,D,G,F#m"
535,1424967,Take Me To Church,Hozier,Acoustic Blues,Em,0,"Em,Am,Em,Am,G,Am,Em,Am,Em,Am,Em,Am,G,Am,Em,Am,D,Em,Am,Em,Am,G,Am,Em,Am,D,G,C,G,C,G,Cm,G,G,F#,F#,F,Em,B,G,Am,Em,Am,G,G,F#,Em,Am,Em,Am,G,Am,Em,Am,D,Em,Am,Em,Am,G,Am,Em,Am,D,G,F#,F#,F,Em,B,G,Am,Em,Am,G,G,F#,C,G,B,Em,C,G,B,Em,C,G,B,Em,C,G,B,Em,G,C,G,C,G,Cm,G,G,F#,F#,F,Em,B,G,Am,Em,Am,G,G,F#,G,F#,F#,F,Em,B,G,Am,Em,Am,G,G,F#,Em"
536,1426261,Hey Brother,Avicii,Dance/Electronic,Gm,3,"Em,Em,C,G,D,Em,Em,C,G,D,Em,D,G,C,D,D,G6,C,Em,Em,C,G,D,Em,Em,C,G,D,Em,D,G,C,D,D,G6,C,Em,Em,C,G,D/F#,Em,C,G,G,D,G,C,D,D,G6,C,Em,Em,C,D,Em,G,D/F#,Em,Em,Em,C,G,D,Em,Em,C,G,D,Em,D,G,C,D,D,G6,C,Em,Em,C,G,D/F#,Em,C,G,G,D,G,C,D,D,G6,C,Em,Em,C,D,Em,G,D/F#,Em"
537,1429805,Say Something,A Great Big World,Pop,Bm,0,"Dmaj7/F#,Bm,Bm,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,D,Dmaj7/F#,Gsus2,D,Asus4,D,Dmaj7/F#,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,D,Dmaj7/F#,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D"
538,1430599,I See Fire,Ed Sheeran,Singer/Songwriter,Bbm,6,"Em,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Am7,C,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Am7,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Am7,C,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Am7,Am7,Am7,Em,G,D,Am7,Em,G,D,Am7,Em,G,D,Am7,C,D,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em"
539,1432996,All Of Me,John Legend,R&B/Soul,Fm,1,"Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Am,Am,G,D,Am,G,D,G,Em,Am,D,G,Em,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Am,Am,G,D,Am,G,D,G,Em,Am,D,G,Em,Am,D,Em,C,G,D,Em,C,G,D,Am,G,D,Am,Am,G,D,G,Em,Am,D,G,Em,Am,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D"
540,1433419,You And I,One Direction,Pop,Gb,1,"F,G,Am,C,F,G,G,D/F#,Em,Em,C,G,G,D/F#,Em,Em,C,Em,D/F#,C,C,Em,D/F#,C,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,F,G,Am,C,F,G,G,D/F#,Em,Em,C,G,G,D/F#,Em,Em,C,Em,D/F#,C,C,Em,D/F#,C,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,Em,F,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,Em,F,G,F,G,Am,C,F,F,G,Am,C,F,F,G,Am,C,F,F,G,Am,C,F"
541,1442757,Take Me To Church,Hozier,Acoustic Blues,Em,0,"F#,Em,Am,Em,Am,G,Am,Em,Am,Em,Am,Em,Am,G,Am,Em,Am,D,C,Em,Am,Em,Am,G,Am,Em,Am,D,C,G,C,G,C,G,Cm,G,G,F#,F#,F,Em,B7,G,Am,Em,Am,G,G,F#,Em,Am,Em,Am,G,Am,Em,Am,D,C,Em,Am,Em,Am,G,Am,Em,Am,D,C,C,G,F#,F#,F,Em,B7,G,Am,Em,Am,G,G,F#,C,G,B7,Em,C,G,B7,Em,C,G,B7,Em,C,G,B7,Em,D,C,G,C,G,Cm,G,Cm,G,G,F#,F#,F,Em,B7,G,Am,Em,Am,G,G,F#,Em"
542,1443104,Cantik,kahitna,,A,0,"A,A,D,A,D,C#m,Bm,E,A,D,A,D,C#m,Bm,E,D,Bm,D,G,E,A,F#m,Bm,E,A,F#m,Bm,D,E,A,A,A,D,A,D,C#m,Bm,E,D,Bm,D,G,E,A,F#m,Bm,E,A,F#m,Bm,D,E,A,D,C#m,Bm,D,E,F#,B,G#m,A,D,E,A,F#m,Bm,E,A,F#m,Bm,D,E,A,A,F#m,Bm,E,A,F#m,Bm,D,E,A,A,F#m,Bm,D,E,A"
543,1443245,Jingle Bell Rock,Bobby Helms,,D,0,"A,D,Dmaj7,D6,D,Em,A7,Em,A7,Em,A7,A,Em,A7,D,Dmaj7,D6,D,Em,A7,Em,A7,Em,A7,Em,A,D,G,Gm,D,D7,E,E7,A,A7,A,A7,D,Dmaj7,D6,D,B7,G,Gm,E7,Gm,Em,A,D,D,Dmaj7,D6,D,Em,A7,Em,A7,Em,A7,Em,A,D,G,Gm,D,D7,E,E7,A,A7,A,A7,D,Dmaj7,D6,D,B7,G,Gm,E7,Gm,Em,A,Em,A,Em,A7,D"
544,1443639,Say Something,A Great Big World,Pop,Am,2,"Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,C,Em,F,C,Gsus4,C,Em,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,C,Em,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C,Gsus4,Am,F,C"
545,1445224,Frozen - Let It Go,Misc Cartoons,,G,1,"Em,C,D,Asus4,Am,Em,C,D,Asus4,A,Em,C,D,Asus4,Am,Em,D,A,D,C,D,C,Cadd9,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,Bm7,Bb,C,G,D/F#,Em,C,D,Am,Em,D,Asus4,A,D,Cadd9,D,Cadd9,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,Bm7,Bb,C,C,C,D,Em,C,D,Am,C,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,G,D/F#,Em7,Cadd9,Cm,Bm7,Bb,C"
546,1445569,Tadhana,Up Dharma Down,,G,4,"G,A,Bm,G,Bm,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#m,G,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#m,G,G,Bm,G,Bm,G,Bm,Em,F#m,G,G,Bm,G,A,Bm,Em,G,A,Bm,G,A,Bm,G,A,Bm,Em,F#m,G,G,Bm,G,Bm,G,Bm,Em,F#m,G,G,Bm,G,A,Bm,G"
547,1446000,Feeling Good,Michael Bublé,Easy Listening,Ebm,6,"Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,Am,C,F,E,F,E,Am,C,F,E,Bbm,Db,Gb,F,F/Ab,Bbm,Db,Gb,F,F/Ab,Bbm,Db,Gb,F,Bbm,Db,Gb,F,Bbm,Db,Gb,F,Bbm,Db,Gb,F,Bbm,Db,Gb,F,F/Ab,Bbm"
548,1467345,Celengan Rindu,Fiersa Besari,,C,0,"C,Am,Gm,C,F,Dm,G,C,Am,Gm,C,F,Dm,G,Am,F,Am,F,Am,F,Dm,G,C,Am,Bb,C,F,Dm,G,C,Am,Bb,C,F,Dm,G,C,C,Am,Gm,C,F,Dm,G,Am,F,Am,F,Am,F,Dm,G,C,Am,Bb,C,F,Dm,G,C,Am,Bb,C,F,Dm,G,C,C/Bb,Am,G,Dm,Dm,Fm,Fm,Em,A,Dm,Dm,G,G,G,C"
549,1468013,Oceans Where Feet May Fail,Hillsong United,Inspirational,Bm,7,"Em,D/F#,G,D,C,Em,D/F#,G,D,C,Em,D/F#,G,D,C,C,G,D,C,G,D,C,G,D,C,D,Em,D/F#,G,D,C,Em,D/F#,G,D,C,Em,D/F#,G,D,C,C,G,D,C,G,D,C,G,D,C,D,Em,D/F#,G,D,C,Em,D/D#,G,D,C,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,G,D,Am,C,G,D,Am,Em,G,D,Am,Em,G,D,Am,Em,G,D,Am,Em,G,D,Am,Em,D/F#,G,D,Am,Em,D/F#,G,D,Am,C,G,D,C,G,D,G,D,C,D,Em,Em,D/F#,G,D,C,Em,G,Em,D/F#,G,D4,D4,C,Em,D/F#,G,D4,C"
550,1468428,Lay Me Down,Sam Smith,Pop,E,0,"E,E,A,A,E,E,A,A,F#m,A,E,B,F#m,A,E,B,E,C#m,F#m,A,E,C#m,F#m,A,B,E,E,A,E,E,A,F#m,A,E,B,F#m,A,E,B,E,C#m,F#m,A,E,C#m,F#m,A,B,F#m,A,E,B,F#m,A,D,Bm,F#m,A,D,Bm,F#m,A,D,Bm,F#m,A,Bm,E,C#m,F#m,A,E,G#m,C#m,A,B,E"
551,1468727,Benci Untuk Mencinta,Naif,,D,0,"D,Dmaj7,D7,G,Gm,F#m,A,A7,D,Dmaj7,D7,G,Gm,F#m,A,D,Dmaj7,D7,G,Gm,F#m,A,A7,D,F#,Bm,D7,G,Gm,D,A,D,D/C#,Em,Em/D#,Em,A,F#m,Bm,C,G,A,A7,D,F#,Bm,D7,G,Gm,D,A,D,F#,Bm,D7,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,D,C#,Bm,A,G,Gm,A,D,D,F#,Bm,D7,G,Gm,D,A,D"
552,1473600,Stay With Me,Sam Smith,Pop,Am,0,"Am7,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,Gsus,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,Gsus,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C"
553,1473649,Stay With Me,Sam Smith,Pop,C,0,"Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
554,1476462,Chandelier,Sia,Pop,F,1,"Am,F,G,Em,Am,F,G,Em,F,Am,G,G,F,G,F,F,G,F,F,G,F,F,G,F,F,G,C,F,F,G,C,F,F,Am,F,G,Em,F,Am,G,G,F,G,F,F,G,F,F,G,F,F,G,F,F,G,C,F,F,G,C,F,F,G,F,F,G,F"
555,1478115,Budapest,George Ezra,,G,0,"G,G,C,G,G,G,C,G,D,C,G,D,C,G,G,G,C,G,D,C,G,D,C,G,D,C,G,D,C,G,G,C,G,D,C,G,D,C,G,D,C,G,D,C,G,G,G,C,G"
556,1480593,A Sky Full Of Stars,Coldplay,Rock,Ebm,6,"Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,Em,Am,F,C,Em,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C"
557,1483219,All Of The Stars,Ed Sheeran,Singer/Songwriter,B,4,"Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,G,D,Em,Cadd9,G,D,Em,Cadd9,G,D,G,Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,Cadd9,G,Em,D,Cadd9,G,D,G,D,Em,Cadd9,G,D,Em,Cadd9,G,D,G,Cadd9,D,Em,G,Cadd9,D,Em,G,Cadd9,G,Em,D,Cadd9"
558,1486860,Thinking Out Loud,Ed Sheeran,Singer/Songwriter,D,2,"C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Dm,G,C,Dm,G,Dm,G,Am,Dm,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Dm,G,C,Dm,G,Dm,G,Am,Dm,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C"
559,1486866,Thinking Out Loud,Ed Sheeran,Singer/Songwriter,D,0,"D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,Em,A,D,Em,A,Em,A,Bm,Em,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,Bm,A,G,D/F#,Em,A7,D,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,Em,A,D,Em,A,Em,A,Bm,Em,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,Bm,A,G,D/F#,Em,A7,D,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,D,D/F#,G,A,Bm,A,G,D/F#,Em,A7,D,Bm,A,G,D/F#,Em,A7,D,Bm,A,G,D/F#,Em,D"
560,1486901,Thinking Out Loud,Ed Sheeran,Singer/Songwriter,C,2,"C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,Dm,G,C,Dm,G,Dm,G,Am,Dm,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,Am,G,F,C,F,G,C,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,Dm,G,C,Dm,G,Dm,Am,Am7,Dm,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,Am,G,F,C,F,G,C,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,C,Am7,F,G,Am,G,F,C,F,G,C,Am,G,F,C,F,G,C,Am,G,F,C,F,C"
561,1489018,Im Not The Only One,Sam Smith,Pop,F,0,"F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,Bb,F,C,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,Bb,F,C,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,Bb,F,C,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,C,Bb,F,C,F,Bb,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,Bb,F,C,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,C,Bb,F,C,F,Bb,Bb,F,A,Dm,C,Bb,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,C,Bb,F,C,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,C,Bb,F,Bb,F,F,A,Dm,Bb,F,A,Dm,Bb,F,A,Dm,C,Bb,F,C,F"
562,1493446,Photograph,Ed Sheeran,Singer/Songwriter,E,2,"D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,Bm,G,D,A,Bm,G,D,A,D,A,Bm,G,D,D,Bm,A,G,D,Bm,A,G,Bm,G,D,A,Bm,G,D,A,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,G"
563,1494750,All About That Bass,Meghan Trainor,Pop,A,0,"A,A,Bm,E,A,A,Bm,E,A,A,Bm,Bm,E,A,D,A,A,Bm,E,A,A,Bm,E,D,A,A,A,Bm,E,A,A,Bm,E,A,E,A,A,Bm,E,A,A,Bm,E,D,A,A,A,Bm,E,A,A,A,Bm,E,A,A,A,Bm,E,A"
564,1495063,Im A Mess,Ed Sheeran,Singer/Songwriter,Cm,3,"Am,G,C,F,C,Am,G,C,F,G,F,C,G,F,C,G,F,Am,G,F,C,Am,G,F,C,Dm,F,Am,G,C,F,C,Am,G,C,F,G,F,C,G,F,C,G,F,Am,G,F,C,Am,G,F,C,Dm,F,Am,C,G,F,C,G,Am,Am,C,G,F,C,G,Am,Am,Am,Am,C,G,F,C,G,Am,Am,Am,Am,C,G,F,C,G,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,G,G,G,F,C,G,Am,Am,Am,Am,C,G,F,C,G,Am,Am,C,G,F,G,Am"
565,1495700,Photograph,Ed Sheeran,Singer/Songwriter,C,4,"C,Am,G,F,C,Am,G,F,C,Am,G,F,Am,F,C,G,Am,F,C,G,C,G,Am,F,C,C,Am,G,F,C,Am,G,F,Am,F,C,G,Am,F,C,G,C,G,Am,F,C,G,Am,F,Am,F,C,G,C,G,Am,F,C,G,Am,F,C,G,Am,F"
566,1496532,Lost Stars,Adam Levine,Alternative,F,0,"Fmaj7,Fmaj7,Fmaj7,Fmaj7,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,G,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,D,Dm,G,Fmaj7,Fmaj7,Fmaj7,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,G,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,D,Dm,G,Fmaj7,C,Fmaj7,C,Fmaj7,C,G,Fmaj7,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,D,Dm,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,D,Dm,G,D,D,Dm,G,C"
567,1496671,Lost Stars,Adam Levine,Alternative,F,0,"Fmaj7,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,Fmaj7,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,C,Gsus4,G,Fmaj7,C,Fmaj7,C,Fmaj7,Em,D,Dm,Gsus4,G,D,Dm,F,G"
568,1503387,Little Do You Know,Alex & Sierra,,Am,0,"Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,C,F,C,F,C,F,Am,Gsus,F,C,Dm,Am,F,C,Gsus,Am,F,C,Gsus,Am,F,C,Gsus,F,Gsus,C,F,C,F,C,F,Am,Gsus,F,C,Dm,C,F,C,F,C,F,Am,Gsus,F,C,Dm,Am,Gsus,F,C,Dm,Am,Gsus,F,C,Dm,F,G"
569,1512429,Shake It Off,Taylor Swift,Pop,G,0,"G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G"
570,1512525,She Used To Be Mine,Sara Bareilles,Singer/Songwriter,F,0,"F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,F,C,Dm,Bb,F,A7/C#,Dm,Bb,F,C,Dm,Bb,F,A7/C#,Dm,Bb,F,A7/C#,Dm,Bb,F,C,Dm,Bb,F"
571,1517227,Sugar,Maroon 5,Pop/Rock,Db,1,"C,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C,F,Am,Dm,C"
572,1665873,Good Good Father,Housefires,,G,2,"G,Gsus4,G,Gsus4,C,Am7,D,C,Am7,D,C,Am7,D,G,Gsus4,G,Gsus4,C,Am7,D,C,Em,Am7,G,C,Em,D,G,G,G,G,C,Am7,C,Am7,D,C,Am7,D,C,Am7,D"
573,1674053,Blank Space,Taylor Swift,Pop,F,3,"A7sus4,D,Bm,G,A7sus4,A,D,Bm,G,A,G,A,D,Bm,Em,G,D,D,Bm,Em,G,G,D,D,Bm,G,A7sus4,A,D,Bm,G,A,G,D,Bm,Em,G,D,D,Bm,Em,G,G,D,D,D,D,Bm,Em,G,D,Bm,Em,G,G"
574,1674166,Wildest Dreams,Taylor Swift,Pop,Db,1,"C,Em,D,C,Em,D,C,Em,D,C,Em,D,C,Em,D,C,Em,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,C,Em,D,C,Em,D,C,Em,D,C,Em,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C"
575,1678440,Night Changes,One Direction,Pop,Ab,1,"G,Em7,Bm,D,G,Em7,Bm,D,C,D,C,D,C,D,G,D/F#,Em,C,D,C,D,C,D,G,D/F#,Em,C,D,G,G,Em7,Bm,D,G,Em7,Bm,D,C,D,C,D,C,D,G,D/F#,Em,C,D,C,D,C,D,G,D/F#,Em,C,D,A,A,F#m,D,E,A,F#m,C#m,E,D,E,D,E,D,E,A,E/G#,F#m,D,E,D,E,D,E,A,E/G#,F#m,D,E,D,E,D,E,A,E/G#,F#m,D,E,D,E,D,E,A"
576,1680532,Let It Go,James Bay,Adult Alternative,G,6,"G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,D,Em/C#,C,Em,D,Em/C#,C,G,Em,D,Am,G,D,C,G,Em,D,Am,G,D,G,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,D,Em/C#,C,Em,D,Em/C#,C,G,Em,D,C,G,D,C,G,Em,D,Am,G,D,G,G,C,Em,D,G,C,Em,D,Am,G,D,Em,Am,G,D,Em,C,G,Em,D,C,G,D,C,G,Em,D,C,G,D,C,G,Em,D,C,G,D,G,G,C,Em,D,G,C,Em,D,G"
577,1683393,Uptown Funk,Mark Ronson,Dance/Electronic,Dm,0,"Am,D,Dm,G,F,C,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,Dm,F,F,F,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,Dm,Dm,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,Dm,F,F,F,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,Dm,Dm,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,Dm,Dm,Dm,Dm,Dm,G,Dm,G,Dm,Dm,G,Dm,G"
578,1689704,Hold Back The River,James Bay,Adult Alternative,Dm,0,"Dm7,F,Bb,F,Bb,F,C,Dm7,F,Bb,F,Bb,F,C,Bb,Bb,F,F,Dm7,F,Bb,F,Bb,F,C,Dm7,F,Bb,F,Bb,F,C,Bb,Bb,F,C,Bb,F,C,Dm7,F,Bb,F,Bb,F,C,F,Bb,Gm,F,Bb,Gm,Bb,Bb,F,C,Bb,Bb,F,C,F,Bb,Gm,F,Bb,Gm"
